mLL ptLL dPhi_LL dPhiLLmet MET mt goodjet_n goodbjet_n Lepton1_Pt Lepton1_Eta Lepton1_E Lepton1_Phi Lepton1_charge Lepton1_type Lepton2_Pt Lepton2_Eta Lepton2_E Lepton2_Phi Lepton2_charge Lepton2_type weight
43.642 78.3372 0.867344 2.98681 66.1128 143.501 0 0 64.0586 -1.69841 180.908 -3.10649 1 13 19.8024 -0.833867 27.0953 2.30936 -1 11 0.0861508
40.1954 68.5121 1.12127 1.77183 103.183 130.238 1 0 59.7246 -0.835325 81.8017 -1.26615 1 11 16.4788 -1.53554 40.0368 -0.144877 -1 13 0.148702
53.3831 61.7849 1.70419 3.07766 100.369 157.416 0 0 61.4233 1.12891 104.901 -0.652091 1 11 18.7188 0.671921 23.1059 1.0521 -1 13 0.0719259
38.3038 163.632 0.428649 3.06619 163.454 326.854 0 0 109.11 -2.19445 495.715 -3.00866 1 13 57.9829 -2.41971 328.519 -2.58001 -1 11 0.167753
37.9804 104.05 0.970755 2.93598 63.667 161.923 1 0 94.028 -2.29441 471.051 -2.96178 -1 11 16.2175 -2.0209 62.2563 2.35065 1 13 0.1178
