mLL ptLL dPhi_LL dPhiLLmet MET mt goodjet_n goodbjet_n Lepton1_Pt Lepton1_Eta Lepton1_E Lepton1_Phi Lepton1_charge Lepton1_type Lepton2_Pt Lepton2_Eta Lepton2_E Lepton2_Phi Lepton2_charge Lepton2_type weight
25.3937 66.4064 0.776528 2.06987 37.3451 85.6375 1 0 52.4002 -0.638524 63.4504 -2.21944 1 13 17.949 -0.304959 18.7901 -1.44292 -1 11 1.12786
30.6606 84.8015 0.107215 2.64619 23.8672 87.231 0 0 53.6509 0.88408 76.0192 0.573344 -1 11 31.2641 1.60902 81.2553 0.466129 1 13 0.852255
51.257 99.309 0.444315 3.13892 111.729 210.672 0 0 78.2048 -0.983905 119.213 2.2781 1 13 22.8351 0.0932965 22.9346 2.72241 -1 11 1.05711
45.8696 51.4161 1.27752 2.3374 88.0243 123.818 0 0 34.3961 -1.61095 89.5547 2.57386 1 13 29.5456 -2.39595 163.53 1.29634 -1 11 0.731684
53.3197 59.4185 0.735437 2.64437 75.9313 130.209 0 0 43.4858 2.10529 181.146 -0.52075 -1 13 19.5164 0.575692 22.8407 0.214687 1 11 1.13457
46.5374 71.7168 0.315617 2.67652 60.5241 128.22 1 0 49.3879 0.947592 73.271 -2.04011 -1 11 23.1108 -0.309175 24.2245 -1.72449 1 13 0.747602
48.7724 63.7764 0.72978 2.37363 80.4735 132.847 1 0 39.5973 -1.77487 120.158 -2.05334 1 13 28.5432 -0.583537 33.5424 -2.78312 -1 11 0.588097
42.0882 70.4079 1.14399 1.94116 58.8672 106.253 1 0 58.9064 -0.676379 72.9025 -2.33988 -1 11 21.2431 -1.16497 37.3641 2.79931 1 13 0.319882
54.1695 49.0506 1.66002 3.02121 39.1677 87.5043 0 0 47.0312 -1.43067 103.955 -2.04275 -1 13 18.737 -0.403322 20.2818 -0.382727 1 11 1.44763
35.436 56.517 1.02832 3.12109 66.1797 122.309 0 0 33.9317 -2.06104 135.412 -1.71855 1 13 30.9559 -1.588 78.9109 -2.74687 -1 11 1.13115
